MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
76,Mahou Shoujo Lyrical Nanoha,7.42,"Action, Comedy, Drama, Magic, Super Power",Magical Girl Lyrical Nanoha,魔法少女リリカルなのは,TV,13,"Oct 3, 2004 to Dec 26, 2004",Fall 2004,"Starchild Records, Omnibus Japan",Geneon Entertainment USA,Seven Arcs,Original,25 min. per ep.,PG-13 - Teens 13 or older,1828.0,1550,88890,1036,3287,47731,2865,2625,32382,3193.0,5032.0,9945.0,10737.0,4999.0,2363.0,736.0,276.0,140.0,112.0
77,Mahou Shoujo Lyrical Nanoha A's,7.99,"Action, Comedy, Drama, Magic, Super Power",Magical Girl Lyrical Nanoha A's,魔法少女リリカルなのは エース,TV,13,"Oct 2, 2005 to Dec 25, 2005",Fall 2005,"Starchild Records, Omnibus Japan",Geneon Entertainment USA,Seven Arcs,Original,25 min. per ep.,PG-13 - Teens 13 or older,551.0,2075,56981,1014,1367,40165,1088,828,13533,4189.0,6809.0,9368.0,6267.0,2220.0,864.0,250.0,83.0,53.0,71.0
79,Shuffle!,7.09,"Harem, Comedy, Drama, Magic, Romance, Ecchi, Fantasy, School, Seinen",Shuffle!,SHUFFLE! (シャッフル!),TV,24,"Jul 8, 2005 to Jan 6, 2006",Summer 2005,"Xebec, Lantis, Memory-Tech",Funimation,Asread,Visual novel,23 min. per ep.,R+ - Mild Nudity,3231.0,600,240751,1572,10943,151944,9558,13227,55079,8852.0,14660.0,26443.0,32343.0,18951.0,10530.0,5019.0,2184.0,1323.0,1088.0
80,Mobile Suit Gundam,7.78,"Action, Military, Sci-Fi, Space, Mecha",Mobile Suit Gundam,機動戦士ガンダム,TV,43,"Apr 7, 1979 to Jan 26, 1980",Spring 1979,"Sotsu, Nagoya Broadcasting Network","Nozomi Entertainment, Bandai Entertainment",Sunrise,Original,25 min. per ep.,PG-13 - Teens 13 or older,867.0,1427,97216,1787,7737,52669,5473,3100,28237,5395.0,7488.0,12922.0,11417.0,4169.0,1598.0,505.0,179.0,59.0,104.0
81,Mobile Suit Gundam: The 08th MS Team,8.03,"Adventure, Drama, Mecha, Military, Romance, Sci-Fi",Mobile Suit Gundam:The 08th MS Team,機動戦士ガンダム 第08MS小隊,OVA,12,"Jan 25, 1996 to Jul 25, 1999",Unknown,Atelier Musa,Bandai Entertainment,Sunrise,Original,25 min. per ep.,PG-13 - Teens 13 or older,511.0,1948,62655,911,2405,43537,1437,794,14482,4241.0,8768.0,11589.0,6745.0,2121.0,819.0,262.0,87.0,38.0,50.0
82,Mobile Suit Gundam 0080: War in the Pocket,7.9,"Military, Sci-Fi, Space, Drama, Mecha",Mobile Suit Gundam 0080:War in the Pocket,機動戦士ガンダム 0080 ポケットの中の戦争,OVA,6,"Mar 25, 1989 to Aug 25, 1989",Unknown,Bandai Visual,"Nozomi Entertainment, Bandai Entertainment",Sunrise,Original,27 min. per ep.,PG-13 - Teens 13 or older,677.0,2444,43308,717,978,30112,595,392,11231,2957.0,5210.0,7398.0,5147.0,1817.0,748.0,236.0,82.0,36.0,47.0
83,Mobile Suit Gundam: The 08th MS Team - Miller's Report,6.79,"Military, Sci-Fi, Drama, Romance, Mecha",Unknown,機動戦士ガンダム 第08MS小隊 ミラーズ・リポート,Movie,1,"Aug 1, 1998",Unknown,"Sotsu, Atelier Musa",Bandai Entertainment,Sunrise,Original,52 min.,PG-13 - Teens 13 or older,4498.0,4660,11460,3,149,8314,130,136,2731,275.0,461.0,1054.0,1788.0,1273.0,630.0,193.0,73.0,30.0,22.0
84,Mobile Suit Gundam 0083: Stardust Memory,7.3,"Military, Sci-Fi, Adventure, Space, Drama, Romance, Mecha",Mobile Suit Gundam 0083:Stardust Memory,機動戦士ガンダム0083 STARDUST MEMORY,OVA,13,"May 23, 1991 to Sep 24, 1992",Unknown,Bandai Visual,"Nozomi Entertainment, Bandai Entertainment",Sunrise,Original,30 min. per ep.,PG-13 - Teens 13 or older,2361.0,2791,33687,230,977,24492,715,448,7055,1167.0,2602.0,5380.0,5460.0,2544.0,1163.0,497.0,180.0,58.0,41.0
85,Mobile Suit Zeta Gundam,7.92,"Military, Sci-Fi, Space, Drama, Romance, Mecha",Mobile Suit Zeta Gundam,機動戦士Ζガンダム,TV,50,"Mar 2, 1985 to Feb 22, 1986",Spring 1985,"Sotsu, Nagoya Broadcasting Network","Nozomi Entertainment, Bandai Entertainment",Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,655.0,2159,53822,1721,3912,32798,2628,1049,13435,4021.0,5901.0,7986.0,5578.0,2118.0,896.0,392.0,152.0,65.0,97.0
86,Mobile Suit Gundam ZZ,6.66,"Space, Comedy, Mecha, Military, Drama, Sci-Fi",Mobile Suit Gundam ZZ,機動戦士ガンダムZZ,TV,47,"Mar 1, 1986 to Jan 31, 1987",Spring 1986,"Sotsu, Nagoya Broadcasting Network",Nozomi Entertainment,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,5111.0,2941,30758,130,1647,18408,1354,917,8432,622.0,1062.0,2740.0,4440.0,2977.0,1601.0,930.0,372.0,182.0,115.0
87,Mobile Suit Gundam: Char's Counterattack,7.68,"Military, Sci-Fi, Space, Drama, Mecha",Mobile Suit Gundam:Char's Counterattack,機動戦士ガンダム 逆襲のシャア,Movie,1,"Mar 12, 1988",Unknown,"Sotsu, Nozomi Entertainment, Atelier Musa",Bandai Entertainment,"Sunrise, Studio Hibari",Novel,1 hr. 59 min.,PG-13 - Teens 13 or older,1084.0,2773,34221,293,437,25957,233,171,7423,2400.0,3571.0,5995.0,4692.0,1865.0,824.0,376.0,147.0,69.0,54.0
88,Mobile Suit Gundam F91,6.67,"Drama, Mecha, Military, Sci-Fi, Space",Mobile Suit Gundam F91,機動戦士ガンダムＦ91,Movie,1,"Mar 16, 1991",Unknown,"Sotsu, Shochiku, Atelier Musa, Nagoya Broadcasting Network","Nozomi Entertainment, Bandai Entertainment",Sunrise,Unknown,2 hr.,PG-13 - Teens 13 or older,5049.0,3387,23161,63,357,16731,207,193,5673,530.0,892.0,2239.0,3834.0,2824.0,1462.0,649.0,221.0,93.0,52.0
89,Mobile Suit Victory Gundam,6.76,"Drama, Mecha, Military, Sci-Fi, Space",Mobile Suit V Gundam,機動戦士Vガンダム,TV,51,"Apr 2, 1993 to Mar 25, 1994",Spring 1993,"TV Asahi, Sotsu, Apollon",Nozomi Entertainment,"Sunrise, Studio Deen",Original,24 min. per ep.,PG-13 - Teens 13 or older,4632.0,3588,20794,95,1225,10068,1094,628,7779,430.0,735.0,1589.0,2272.0,1406.0,796.0,487.0,240.0,90.0,89.0
90,Mobile Suit Gundam Wing,7.72,"Action, Military, Sci-Fi, Space, Drama, Mecha",Mobile Suit Gundam Wing,新機動戦記ガンダムW,TV,49,"Apr 7, 1995 to Mar 29, 1996",Spring 1995,TV Asahi,Bandai Entertainment,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,984.0,1118,132208,2538,5922,95155,5945,4411,20775,9965.0,13704.0,21396.0,18315.0,7559.0,3460.0,1507.0,518.0,210.0,175.0
91,Mobile Suit Gundam Wing: Endless Waltz,7.76,"Action, Drama, Mecha, Military, Sci-Fi, Space",Mobile Suit Gundam Wing:Endless Waltz,新機動戦記ガンダムW エンドレス・ワルツ,OVA,3,"Jan 25, 1997 to Jul 25, 1997",Unknown,"Bandai Visual, Sotsu",Bandai Entertainment,Sunrise,Original,30 min. per ep.,PG-13 - Teens 13 or older,897.0,2512,41030,221,500,34369,280,250,5631,3190.0,4480.0,6953.0,5766.0,2210.0,921.0,307.0,127.0,54.0,50.0
92,After War Gundam X,7.32,"Sci-Fi, Adventure, Space, Drama, Mecha",After War Gundam X,機動新世紀ガンダムX,TV,39,"Apr 5, 1996 to Dec 28, 1996",Spring 1996,"TV Asahi, Sotsu",Nozomi Entertainment,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,2228.0,3043,28862,189,1554,15987,1746,983,8592,788.0,1633.0,3412.0,3998.0,1801.0,813.0,304.0,100.0,43.0,39.0
93,Mobile Suit Gundam SEED,7.79,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",Mobile Suit Gundam SEED,機動戦士ガンダムSEED,TV,50,"Oct 5, 2002 to Sep 27, 2003",Fall 2002,"Sotsu, Asatsu DK, Mainichi Broadcasting System, Sony Music Entertainment, Atelier Musa","Bandai Entertainment, NYAV Post",Sunrise,Original,24 min. per ep.,R - 17+ (violence & profanity),850.0,1057,140346,3584,4898,101920,4589,5021,23918,11353.0,15863.0,22505.0,17695.0,7560.0,3710.0,1701.0,762.0,379.0,404.0
94,Mobile Suit Gundam SEED Destiny,7.22,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",Unknown,機動戦士ガンダムSEED DESTINY,TV,50,"Oct 9, 2004 to Oct 1, 2005",Fall 2004,"Sotsu, Mainichi Broadcasting System, Sony Music Entertainment","Bandai Entertainment, NYAV Post",Sunrise,Original,24 min. per ep.,R - 17+ (violence & profanity),2687.0,1530,90208,1206,2210,70845,2251,2749,12153,5979.0,8245.0,12662.0,12913.0,6928.0,3887.0,2752.0,1300.0,865.0,584.0
95,Turn A Gundam,7.7,"Action, Military, Sci-Fi, Adventure, Space, Drama, Romance, Mecha",∀ Gundam,∀ガンダム,TV,50,"Apr 9, 1999 to Apr 14, 2000",Spring 1999,"Sotsu, Fuji TV",Nozomi Entertainment,"Sunrise, Nakamura Production",Original,24 min. per ep.,PG-13 - Teens 13 or older,1018.0,2714,35670,760,2378,14651,2327,1448,14866,1815.0,2212.0,3129.0,2892.0,1403.0,706.0,299.0,127.0,87.0,66.0
96,Mobile Fighter G Gundam,7.56,"Adventure, Comedy, Drama, Martial Arts, Mecha, Romance, Sci-Fi, Space, Sports",Mobile Fighter G Gundam,機動武闘伝Gガンダム,TV,49,"Apr 1, 1994 to Mar 31, 1995",Spring 1994,"TV Asahi, Sotsu",Bandai Entertainment,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,1396.0,2109,55463,896,2499,38653,2505,1607,10199,3208.0,4873.0,8426.0,8118.0,3463.0,1607.0,696.0,279.0,129.0,104.0
97,Last Exile,7.82,"Action, Sci-Fi, Adventure",Last Exile,LAST EXILE（ラストエグザイル）,TV,26,"Apr 8, 2003 to Sep 30, 2003",Spring 2003,"GDH, Victor Entertainment, TV Tokyo Music","Funimation, Geneon Entertainment USA",Gonzo,Original,24 min. per ep.,PG-13 - Teens 13 or older,795.0,995,149528,1848,5943,77235,6541,5038,54771,7078.0,12558.0,20122.0,14844.0,5886.0,2579.0,825.0,286.0,140.0,109.0
98,Mai-HiME,7.46,"Action, Comedy, Drama, Fantasy, Magic, Mecha, Romance, School, Shoujo Ai",My-Hime,舞-HiME,TV,26,"Sep 30, 2004 to Mar 31, 2005",Fall 2004,"Bandai Visual, TV Tokyo Music, Studio Zain","Funimation, Bandai Entertainment",Sunrise,Original,23 min. per ep.,PG-13 - Teens 13 or older,1698.0,1381,101495,1262,3442,60321,3690,4215,29827,4076.0,7287.0,12622.0,12897.0,6091.0,3053.0,1129.0,391.0,211.0,191.0
99,Mai-Otome,7.31,"Comedy, Drama, Fantasy, Magic",My-Otome,舞-乙HiME,TV,26,"Oct 7, 2005 to Mar 31, 2006",Fall 2005,"Bandai Visual, Lantis, TV Tokyo Music","Funimation, Bandai Entertainment",Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,2308.0,2370,46018,333,1147,31335,1222,1598,10716,1673.0,3271.0,5798.0,6647.0,3441.0,1676.0,706.0,242.0,128.0,101.0
100,Shin Shirayuki-hime Densetsu Prétear,7.2,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo, Super Power",Prétear:The New Legend of Snow White,新白雪姫伝説プリーティア,TV,13,"Apr 4, 2001 to Jun 27, 2001",Spring 2001,"Kadokawa Shoten, Rondo Robe","ADV Films, Funimation",Hal Film Maker,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2785.0,2162,53508,457,1607,33827,1504,1760,14810,2198.0,3135.0,5368.0,7030.0,4152.0,2306.0,783.0,270.0,127.0,98.0
101,Air,7.32,"Slice of Life, Supernatural, Drama, Romance",Air,AIR,TV,12,"Jan 7, 2005 to Mar 25, 2005",Winter 2005,"Pony Canyon, TBS, Movic","ADV Films, Funimation",Kyoto Animation,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,2230.0,563,259381,2704,7367,170036,8109,9992,63877,15057.0,20060.0,31042.0,33295.0,19368.0,10463.0,4988.0,2039.0,1105.0,803.0
102,Aishiteruze Baby★★,7.48,"Comedy, Drama, Romance, Shoujo",Unknown,愛してるぜ ベイベ★★,TV,26,"Apr 3, 2004 to Oct 9, 2004",Spring 2004,"Animax, Toei Video, Sunny Side Up",Unknown,TMS Entertainment,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1634.0,1529,89533,571,3772,59770,4008,4946,17037,4497.0,7282.0,12321.0,12618.0,6389.0,3227.0,1069.0,426.0,187.0,180.0
103,Akazukin Chacha,7.39,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo",Red Riding Hood Chacha,赤ずきんチャチャ,TV,74,"Jan 7, 1994 to Jun 30, 1995",Winter 1994,"Nihon Ad Systems, Shueisha",Unknown,Gallop,Manga,24 min. per ep.,G - All Ages,1941.0,4551,12006,88,691,5140,993,994,4188,407.0,578.0,1068.0,1283.0,664.0,379.0,76.0,28.0,18.0,16.0
104,Ayashi no Ceres,7.23,"Adventure, Comedy, Horror, Psychological, Supernatural, Drama, Romance, Shoujo","Ceres, Celestial Legend",妖しのセレス,TV,24,"Apr 20, 2000 to Sep 28, 2000",Spring 2000,Bandai Visual,"VIZ Media, Discotek Media",Studio Pierrot,Manga,21 min. per ep.,R - 17+ (violence & profanity),2641.0,2182,53189,535,2099,31162,2479,3400,14049,2450.0,3244.0,5415.0,6299.0,3891.0,2210.0,923.0,322.0,216.0,149.0
105,Boys Be...,6.46,"Slice of Life, Comedy, Romance, Shounen",Boys Be...,ボーイズ・ビー,TV,13,"Apr 11, 2000 to Jul 4, 2000",Spring 2000,Unknown,Nozomi Entertainment,Hal Film Maker,Manga,23 min. per ep.,PG-13 - Teens 13 or older,6088.0,3665,20032,41,768,10371,809,1385,6699,293.0,487.0,1201.0,2242.0,1965.0,1301.0,521.0,206.0,135.0,95.0
106,Hana yori Dango,7.7,"Drama, Romance, School, Shoujo",Hana Yori Dango,花より男子,TV,51,"Sep 8, 1996 to Aug 31, 1997",Fall 1996,Unknown,"VIZ Media, Discotek Media",Toei Animation,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1027.0,2293,48623,762,2502,25257,2178,2974,15712,3054.0,3590.0,4926.0,4575.0,2356.0,1150.0,531.0,184.0,131.0,125.0
107,Ou Dorobou Jing,7.23,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Jing:King of Bandits,王ドロボウ JING,TV,13,"May 15, 2002 to Aug 14, 2002",Spring 2002,Aniplex,ADV Films,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2625.0,2817,32988,210,1343,16532,1452,1714,11947,1207.0,1611.0,2900.0,3598.0,2020.0,1075.0,433.0,186.0,101.0,56.0
108,Ou Dorobou Jing in Seventh Heaven,7.29,"Adventure, Fantasy, Psychological, Comedy, Shounen",Jing:King of Bandits - Seventh Heaven,王ドロボウ JING in Seventh Heaven,OVA,3,"Jan 21, 2004 to Apr 28, 2004",Unknown,Aniplex,"ADV Films, Funimation",Studio Deen,Manga,30 min. per ep.,PG-13 - Teens 13 or older,2367.0,4619,11591,29,283,7309,208,159,3632,465.0,673.0,1208.0,1470.0,746.0,344.0,141.0,42.0,20.0,14.0
109,Bakuretsu Tenshi,6.81,"Adventure, Comedy, Mecha, Sci-Fi",Burst Angel,爆裂天使,TV,24,"Apr 7, 2004 to Sep 15, 2004",Spring 2004,"GDH, TV Asahi, Imagica",Funimation,Gonzo,Original,23 min. per ep.,PG-13 - Teens 13 or older,4381.0,1965,62106,257,2789,34321,3539,4492,16965,1383.0,2510.0,5383.0,8232.0,5547.0,3386.0,1514.0,575.0,283.0,185.0
110,Chuuka Ichiban!,7.63,"Action, Comedy, Drama, Shounen",Unknown,中華一番,TV,52,"Apr 27, 1997 to Sep 13, 1998",Spring 1997,Unknown,Unknown,Nippon Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1195.0,4086,15608,107,990,8203,837,817,4761,653.0,1051.0,1978.0,1930.0,768.0,313.0,85.0,29.0,12.0,26.0
111,Corrector Yui,6.83,"Sci-Fi, Adventure, Comedy, Magic",Corrector Yui,コレクター・ユイ,TV,52,"Apr 9, 1999 to Oct 20, 2000",Spring 1999,"NHK, Studio Tron",VIZ Media,Nippon Animation,Original,25 min. per ep.,PG - Children,4318.0,4519,12222,50,463,6825,661,963,3310,288.0,424.0,929.0,1531.0,1205.0,635.0,217.0,90.0,32.0,29.0
112,Chou Henshin Cosprayers,4.95,"Action, Ecchi, Adventure, Fantasy, Magic, Comedy, Super Power, Sci-Fi",The Cosmopolitan Prayers,超変身コス∞プレイヤー,TV,8,"Jan 12, 2004 to Mar 1, 2004",Winter 2004,m.o.e.,Unknown,"Imagin, Studio Live",Original,14 min. per ep.,PG-13 - Teens 13 or older,10648.0,5542,7392,5,269,3567,243,568,2745,58.0,65.0,159.0,332.0,474.0,547.0,390.0,306.0,258.0,206.0
113,Uchuu no Stellvia,7.38,"Action, Mecha, Romance, Sci-Fi, Space",Stellvia,宇宙のステルヴィア,TV,26,"Apr 3, 2003 to Sep 25, 2003",Spring 2003,"Starchild Records, TV Tokyo Music","Discotek Media, Geneon Entertainment USA",Xebec,Original,23 min. per ep.,PG-13 - Teens 13 or older,1980.0,3577,20924,127,820,10722,957,960,7465,602.0,1185.0,2345.0,2383.0,1088.0,624.0,190.0,77.0,32.0,38.0
114,Sakigake!! Cromartie Koukou,7.93,"Comedy, School, Shounen",Cromartie High School,魁!! クロマティ高校,TV,26,"Oct 3, 2003 to Mar 26, 2004",Fall 2003,TV Tokyo Music,"ADV Films, Sentai Filmworks, Discotek Media",Production I.G,Manga,12 min. per ep.,PG-13 - Teens 13 or older,631.0,1279,112001,1561,8242,49634,7970,5164,40991,6849.0,9462.0,13308.0,9330.0,3951.0,1749.0,777.0,340.0,190.0,181.0
115,El Hazard: The Alternative World,6.83,"Adventure, Comedy, Fantasy",Unknown,異次元の世界エルハザード,TV,13,"Jan 8, 1998 to Mar 26, 1998",Winter 1998,Pioneer LDC,Geneon Entertainment USA,AIC,Original,25 min. per ep.,PG-13 - Teens 13 or older,4315.0,4961,9684,10,275,6251,307,352,2499,213.0,339.0,820.0,1383.0,944.0,460.0,158.0,57.0,25.0,19.0
116,El Hazard: The Wanderers,6.97,"Adventure, Comedy, Romance, Fantasy",El-Hazard:The Wanderers,神秘の世界エルハザード,TV,26,"Oct 6, 1995 to Mar 29, 1996",Fall 1995,"TV Tokyo, Geneon Universal Entertainment, SoftX, Pioneer LDC, TV Tokyo Music, Atelier Musa","Nozomi Entertainment, Geneon Entertainment USA",AIC,Original,23 min. per ep.,PG-13 - Teens 13 or older,3735.0,4198,14603,35,613,8190,628,667,4505,333.0,526.0,1268.0,2070.0,1145.0,604.0,194.0,75.0,28.0,27.0
117,El Hazard: The Magnificent World,7.32,"Adventure, Comedy, Romance, Fantasy",Unknown,神秘の世界エルハザード,OVA,7,"May 26, 1995 to Jan 25, 1996",Unknown,Pioneer LDC,"Nozomi Entertainment, Geneon Entertainment USA",AIC,Original,34 min. per ep.,PG-13 - Teens 13 or older,2240.0,4129,15406,91,521,9059,408,352,5066,472.0,812.0,1707.0,2079.0,1016.0,451.0,116.0,31.0,17.0,21.0
118,El Hazard 2: The Magnificent World,6.85,"Adventure, Comedy, Fantasy",Unknown,神秘の世界 エルハザード 第2期,OVA,4,"Mar 21, 1997 to Oct 25, 1997",Unknown,Pioneer LDC,Geneon Entertainment USA,AIC,Original,30 min. per ep.,PG-13 - Teens 13 or older,4239.0,5421,7745,5,163,5472,166,120,1824,171.0,312.0,708.0,1243.0,772.0,386.0,135.0,41.0,14.0,9.0
119,Final Approach,6.56,"Comedy, Drama, Romance, Slice of Life",Unknown,φなる・あぷろーち,TV,13,"Oct 3, 2004 to Dec 26, 2004",Fall 2004,Trinet Entertainment,Unknown,Zexcs,Visual novel,14 min. per ep.,PG-13 - Teens 13 or older,5567.0,2887,31774,48,958,21798,756,1088,7174,706.0,1106.0,2476.0,4634.0,3714.0,2099.0,946.0,430.0,219.0,135.0
120,Fruits Basket,7.69,"Slice of Life, Comedy, Supernatural, Drama, Romance, Shoujo",Fruits Basket,フルーツバスケット,TV,26,"Jul 5, 2001 to Dec 27, 2001",Summer 2001,"TV Tokyo, Nihon Ad Systems, King Records",Funimation,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1058.0,314,420919,9504,15410,297921,12910,16709,77969,31688.0,40622.0,59206.0,56487.0,25501.0,12518.0,4273.0,1538.0,810.0,684.0
121,Fullmetal Alchemist,8.17,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",Fullmetal Alchemist,鋼の錬金術師,TV,51,"Oct 4, 2003 to Oct 2, 2004",Fall 2003,"Aniplex, Dentsu, Square Enix, Mainichi Broadcasting System","Funimation, Aniplex of America",Bones,Manga,24 min. per ep.,PG-13 - Teens 13 or older,337.0,52,1151621,26564,52738,880215,41631,38693,138344,124399.0,176993.0,211302.0,133850.0,44438.0,16255.0,5872.0,1769.0,970.0,1150.0
122,Full Moon wo Sagashite,7.96,"Music, Comedy, Supernatural, Drama, Romance, Shoujo",Searching for the Full Moon,満月をさがして,TV,52,"Apr 6, 2002 to Mar 29, 2003",Spring 2002,Nihon Ad Systems,VIZ Media,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,585.0,1519,90884,1823,3807,51760,4784,5484,25049,7554.0,8073.0,10115.0,8601.0,4017.0,2128.0,662.0,301.0,147.0,118.0
123,Fushigi Yuugi,7.64,"Adventure, Fantasy, Magic, Martial Arts, Comedy, Romance, Historical, Drama, Shoujo",Mysterious Play,ふしぎ遊戯,TV,52,"Apr 6, 1995 to Mar 28, 1996",Spring 1995,"TV Tokyo, Shogakukan-Shueisha Productions, Yomiko Advertising, Apollon","Media Blasters, Geneon Entertainment USA",Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1172.0,1434,96861,2277,5124,53674,5497,5964,26602,6725.0,7328.0,10308.0,10558.0,5267.0,2796.0,1106.0,434.0,249.0,184.0
124,Fushigi Yuugi: Eikouden,6.86,"Adventure, Fantasy, Romance, Drama, Shoujo",Mysterious Play:Eikoden,ふしぎ遊戯 -永光伝,OVA,4,"Dec 21, 2001 to Jun 25, 2002",Unknown,Unknown,"Media Blasters, Geneon Entertainment USA",Studio Pierrot,Manga,30 min. per ep.,PG-13 - Teens 13 or older,4189.0,4101,15576,69,257,11630,225,218,3246,844.0,938.0,1382.0,1942.0,1311.0,813.0,459.0,229.0,137.0,86.0
125,Futakoi,6.49,"Comedy, Romance, School",Twin Love,双恋,TV,13,"Oct 6, 2004 to Dec 29, 2004",Fall 2004,Lantis,Unknown,Telecom Animation Film,Original,24 min. per ep.,PG-13 - Teens 13 or older,5946.0,2900,31358,22,1052,19836,962,1485,8023,554.0,951.0,2189.0,3951.0,3320.0,2136.0,955.0,400.0,199.0,123.0
126,Futakoi Alternative,6.91,"Comedy, Drama, Romance",Unknown,フタコイ オルタナティブ,TV,13,"Apr 7, 2005 to Jun 30, 2005",Spring 2005,Lantis,Unknown,"ufotable, feel., Studio Flag",Original,24 min. per ep.,PG-13 - Teens 13 or older,3968.0,3071,28297,71,1073,13965,1144,1565,10550,560.0,1097.0,2174.0,3058.0,2019.0,1125.0,534.0,209.0,112.0,72.0
127,Gate Keepers,6.96,"Action, Sci-Fi, Comedy, Fantasy, Mecha, Shounen",Unknown,ゲートキーパーズ,TV,24,"Apr 3, 2000 to Sep 18, 2000",Spring 2000,Media Factory,Geneon Entertainment USA,Gonzo,Game,25 min. per ep.,PG-13 - Teens 13 or older,3767.0,3717,19351,59,726,11013,941,1182,5489,368.0,734.0,1738.0,2740.0,1575.0,850.0,289.0,121.0,54.0,37.0
128,Gate Keepers 21,6.79,"Action, Drama, Mecha, Sci-Fi, Shounen",Unknown,ゲートキーパーズ21,OVA,6,"Apr 24, 2002 to Jan 8, 2003",Unknown,Unknown,Geneon Entertainment USA,Gonzo,Game,30 min. per ep.,PG-13 - Teens 13 or older,4489.0,5026,9399,23,216,5904,271,273,2735,148.0,364.0,769.0,1295.0,910.0,484.0,166.0,51.0,34.0,19.0
129,Gensoumaden Saiyuuki,7.59,"Action, Adventure, Comedy, Demons, Drama, Shounen, Supernatural",Saiyuki,幻想魔伝 最遊記,TV,50,"Apr 4, 2000 to Mar 27, 2001",Spring 2000,"TV Tokyo, Dentsu, Group TAC",ADV Films,Studio Pierrot,Manga,23 min. per ep.,R - 17+ (violence & profanity),1315.0,2359,46228,833,2628,22100,3188,3069,15243,2047.0,2974.0,4914.0,4998.0,2227.0,1164.0,477.0,160.0,95.0,84.0
130,Saiyuuki Reload,7.41,"Action, Adventure, Comedy, Demons, Drama, Josei, Supernatural",Saiyuki Reload,最遊記RELOAD,TV,25,"Oct 2, 2003 to Mar 25, 2004",Fall 2003,Unknown,Geneon Entertainment USA,Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1858.0,3071,28277,116,1224,15616,1186,1189,9062,991.0,1565.0,3008.0,3394.0,1533.0,687.0,239.0,91.0,41.0,44.0
131,Saiyuuki Reload Gunlock,7.42,"Action, Adventure, Comedy, Demons, Drama, Josei, Supernatural",Saiyuki Gunlock,最遊記RELOAD GUNLOCK,TV,26,"Apr 2, 2004 to Sep 24, 2004",Spring 2004,Unknown,Geneon Entertainment USA,Studio Pierrot,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1840.0,3724,19393,51,728,10446,702,519,6998,716.0,1020.0,1877.0,2162.0,944.0,439.0,157.0,62.0,20.0,24.0
132,GetBackers,7.61,"Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural",Getbackers,ゲットバッカーズ　奪還屋,TV,49,"Oct 5, 2002 to Sep 20, 2003",Fall 2002,"TBS, Kodansha, Rondo Robe, Rakuonsha","ADV Films, Sentai Filmworks",Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1249.0,1339,105139,911,5642,55921,8039,7436,28101,4256.0,7697.0,13542.0,13161.0,5666.0,2726.0,877.0,320.0,136.0,108.0
133,Green Green,6.21,"Comedy, Ecchi, Romance, School, Slice of Life",Green Green,グリーングリーン,TV,12,"Jul 12, 2003 to Sep 27, 2003",Summer 2003,"Pony Canyon, Memory-Tech, Studio Jack",Media Blasters,Studio Matrix,Visual novel,24 min. per ep.,R+ - Mild Nudity,7303.0,1333,106208,263,2671,79017,2144,5446,16930,2977.0,4121.0,8463.0,13923.0,12367.0,8440.0,4931.0,2663.0,2082.0,1929.0
134,Gunslinger Girl,7.42,"Action, Psychological, Military, Drama, Sci-Fi",Gunslinger Girl,ガンスリンガー・ガール,TV,13,"Oct 9, 2003 to Feb 19, 2004",Fall 2003,"Marvelous, Fuji TV",Funimation,Madhouse,Manga,24 min. per ep.,R - 17+ (violence & profanity),1821.0,920,161010,1140,6742,82948,7728,8160,55432,5251.0,9781.0,18687.0,18770.0,9310.0,4497.0,1770.0,641.0,294.0,273.0
